symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
PSX,Energy,Phillips 66,2026-09-03,254.66,25.55,38.62,60.99,46.54,1.0,2810920,2711492,2895386,9.06,-11.94,17.63,P+V+,P+V-,P+V+,➡️ 中性,2,3,3,2.5,25.45,225.68,False,True,211.85,11.04,1.086,False,260.68,260.68,-2.31,6.19,24.57,13.0,7.0,2891276.0,2661685.0,1.857,2717700.0,2665550.0,2823100.0,0.963,100.0,74.81,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,3,1,6,2.8,3,,,False
VLO,Energy,Valero Energy,2026-09-03,370.69,24.26,42.33,73.98,53.64,1.0,2395495,2831595,3282356,-15.04,-24.15,13.43,P+V-,P+V-,P+V+,⚠️ 頂部背離,3,2,2,2.5,23.84,33.47,False,True,312.14,11.33,1.091,False,375.11,375.11,-1.18,6.95,22.34,13.0,7.0,2467369.0,2262014.0,1.857,2525800.0,2328000.0,2246206.0,1.124,100.0,75.26,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,2,1,1,1.4,1,,,False
HOOD,Financials,Robinhood Markets,2026-09-03,124.72,33.69,50.54,58.31,50.21,1.0,20338310,24860460,27111734,-1.69,-15.33,-14.59,P+V-,P+V-,P+V-,⚠️ 量能衰竭,1,1,1,1.0,43.71,-1.98,False,True,101.88,24.03,1.278,False,153.86,153.86,-18.94,13.63,37.49,12.0,8.0,22275050.0,17433200.0,1.5,51637300.0,24821900.0,22543220.0,2.291,100.0,68.92,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,1,1,2,1.2,1,,,False
FDS,Financials,FactSet,2026-09-03,312.96,10.0,23.95,43.53,30.25,1.0,801565,921932,937627,-11.4,-3.29,9.38,P+V-,P+V-,P+V+,⚠️ 頂部背離,4,17,3,7.7,1.76,1.89,False,True,269.99,10.28,0.896,False,376.46,384.33,-16.87,3.18,14.41,11.0,9.0,761618.0,850388.0,1.222,637600.0,880540.0,850713.0,0.749,93.92,65.61,多頭,頭頭高·底底高,多頭確認,3,6,30,9.6,3,,,False
AJG,Financials,Arthur J. Gallagher & Co.,2026-09-03,266.66,7.47,32.12,17.05,18.42,1.0,1366850,1611590,1791970,0.16,-18.29,-4.54,P+V+,P+V-,P+V-,➡️ 中性,7,5,36,12.2,0.94,0.98,False,True,252.79,5.7,1.115,False,310.73,313.55,-14.18,2.5,5.93,11.0,9.0,1433590.0,1285277.0,1.222,1499400.0,1486220.0,1386193.0,1.082,92.41,58.73,擴散,頭頭高·底底低,,16,7,14,12.0,7,剛爆發,,False
MRNA,Health Care,Moderna,2026-09-03,148.87,151.6,203.44,181.71,179.62,1.0,33064455,15328086,11332373,521.18,108.92,-1.9,P+V+,P+V+,P+V-,🚀 健康多頭,1,1,1,1.0,4.33,12.37,False,True,83.78,21.38,1.635,False,176.66,176.66,-15.73,4.27,176.4,10.0,10.0,41035950.0,25092960.0,1.0,13290400.0,31520830.0,41796400.0,0.318,100.0,64.88,多頭,頭頭高·底底高,,1,1,28,6.4,3,,🔥 追高風險,False
VEEV,Health Care,Veeva Systems,2026-09-03,284.38,23.39,59.12,56.73,48.99,1.0,2013880,2134196,2552660,28.2,-28.17,55.52,P+V+,P+V-,P+V+,➡️ 中性,2,3,4,2.7,5.77,4.91,False,True,217.66,21.41,1.437,False,310.5,310.5,-8.41,0.8,30.57,12.0,8.0,2292750.0,1595575.0,1.5,1505300.0,2284400.0,1993786.0,0.755,100.0,73.59,多頭,頭頭高·底底高,空轉多預警,4,1,22,6.4,3,,,False
IQV,Health Care,IQVIA,2026-09-03,271.62,13.79,49.2,55.86,43.68,1.0,1238885,1450809,1551039,-18.48,-12.14,-9.06,P+V-,P+V-,P+V-,⚠️ 量能衰竭,5,4,5,4.7,3.94,2.96,False,True,228.5,7.08,1.191,False,271.71,271.71,-0.03,3.52,16.86,12.0,8.0,1323708.0,1111650.0,1.5,2012500.0,1335350.0,1324860.0,1.519,100.0,75.17,多頭,頭頭高·底底高,多頭確認,5,1,1,2.6,1,,,False
ADP,Industrials,Automatic Data Processing,2026-09-03,283.53,4.5,25.44,33.99,24.48,1.0,2035720,2494035,2939098,-19.24,-26.3,21.22,P+V-,P+V-,P+V+,⚠️ 頂部背離,6,2,2,4.0,1.58,2.26,False,True,260.77,3.88,1.168,False,297.05,305.31,-4.55,-0.4,3.66,10.0,10.0,2193210.0,1878230.0,1.0,2346500.0,1958340.0,2047626.0,1.146,87.47,61.91,多頭,頭頭高·底底高,多頭確認,2,11,8,6.8,4,吃老本,,False
PAYX,Industrials,Paychex,2026-09-03,125.08,4.2,28.37,35.82,26.05,1.0,2166365,3084640,3386011,-33.43,-16.35,1.59,P+V-,P+V-,P+V+,⚠️ 頂部背離,7,1,1,4.0,0.91,2.31,False,True,115.38,4.98,1.112,False,133.64,139.53,-6.41,-1.11,4.12,12.0,8.0,2257400.0,2029812.0,1.5,2932500.0,2107200.0,2207593.0,1.328,93.99,59.36,多頭,頭頭高·底底高,,1,7,3,3.8,1,吃老本,,False
DE,Industrials,Deere & Company,2026-09-03,694.41,11.85,18.34,10.68,12.89,1.0,1349685,1256150,1269096,29.04,-2.02,-15.96,P+V+,P+V-,P+V-,➡️ 中性,2,7,10,5.1,8.3,14.07,False,True,617.46,14.99,1.366,False,705.88,705.88,-1.62,11.52,12.94,11.0,9.0,1534818.0,1123411.0,1.222,1692900.0,1491400.0,1531840.0,1.105,100.0,68.67,擴散,頭頭高·底底低,多頭確認,5,1,10,4.4,2,,,False
CRM,Information Technology,Salesforce,2026-09-03,264.43,37.2,39.09,37.74,37.94,1.0,16477375,15159536,14547437,30.14,8.78,47.71,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,1,3,23,6.0,80.36,24.07,False,True,189.47,29.19,1.692,False,268.27,269.11,-1.43,4.91,41.58,11.0,9.0,20192500.0,11936666.0,1.222,16028300.0,20290750.0,17961993.0,0.892,100.0,81.89,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警 / 多頭確認,17,1,20,11.2,6,剛爆發,🔥 追高風險,False
DELL,Information Technology,Dell Technologies,2026-09-03,516.39,13.8,22.84,237.9,128.11,1.0,8023885,7820829,8349788,25.43,-11.92,11.91,P+V+,P+V-,P+V+,➡️ 中性,8,10,1,7.2,43.14,63.99,False,True,436.92,23.63,1.578,False,530.78,530.78,-2.71,9.34,17.99,10.0,10.0,9823660.0,6224110.0,1.0,20328000.0,10566100.0,8745246.0,2.324,100.0,62.55,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,1,1,3,1.4,1,,🔥 追高風險,False
WDAY,Information Technology,"Workday, Inc.",2026-09-03,206.92,15.19,40.86,54.41,41.21,1.0,5010020,4838286,5028453,15.13,-7.29,36.59,P+V+,P+V-,P+V+,➡️ 中性,6,2,18,7.2,5.27,5.68,False,True,164.15,11.97,1.402,False,249.85,249.85,-17.18,6.9,21.55,10.0,10.0,5847890.0,4172150.0,1.0,2981900.0,4408600.0,4573613.0,0.652,100.0,65.21,多頭,頭頭高·底底高,,14,1,32,12.4,7,剛爆發,,False
NEM,Materials,Newmont,2026-09-03,130.43,15.69,21.62,1.97,10.31,1.0,8384410,8274730,8691914,15.21,-9.16,-17.05,P+V+,P+V-,P+V-,➡️ 中性,2,1,10,3.3,5.68,33.45,False,True,106.28,10.61,0.874,False,135.01,135.29,-3.39,-1.2,23.97,13.0,7.0,7982469.0,9130871.0,1.857,7738500.0,8854760.0,8440333.0,0.917,100.0,64.27,多頭,頭頭高·底底高,空轉多預警,4,1,11,4.2,3,,,False
CTVA,Materials,Corteva,2026-09-03,88.62,15.59,14.15,10.55,12.71,1.0,4554075,4519990,4163416,-0.74,18.73,-2.34,P+V-,P+V+,P+V-,⚠️ 量能背離,3,6,6,4.5,2.93,27.11,False,True,83.06,13.69,1.177,False,90.87,90.97,-2.48,7.78,15.55,12.0,8.0,4846241.0,4115825.0,1.5,5552700.0,5367300.0,4795786.0,1.158,100.0,67.49,擴散,頭頭高·底底低,,3,1,3,2.2,1,,,False
MOS,Materials,Mosaic Company (The),2026-09-03,25.49,10.54,9.4,-5.61,2.18,0.667,7696880,8659866,9326827,-0.8,-13.35,49.17,P+V-,P+V-,P-V+,➡️ 中性,4,11,16,8.5,-5.88,-77.32,False,True,22.65,12.24,1.337,False,35.98,36.99,-29.16,7.28,8.65,8.0,12.0,9066887.0,6783541.0,0.667,7034600.0,7994900.0,8162300.0,0.862,91.49,65.26,擴散,頭頭高·底底低,多頭確認,12,5,13,9.4,7,剛爆發,,False
ARE,Real Estate,Alexandria Real Estate Equities,2026-09-03,52.69,5.93,4.12,3.03,4.03,1.0,2006055,1928200,2100193,11.05,-15.14,-16.14,P+V+,P+V-,P+V-,➡️ 中性,1,8,15,5.9,26.17,1359.96,False,True,50.73,7.86,1.32,False,83.17,88.24,-36.65,0.78,8.68,9.0,11.0,2314655.0,1753563.0,0.818,1430300.0,2007280.0,2124213.0,0.673,90.9,56.47,空頭,頭頭低·底底低,,8,3,23,9.0,5,,,False
DOC,Real Estate,Healthpeak Properties,2026-09-03,21.03,-1.29,11.88,23.11,14.2,0.667,4345705,6011221,7510078,-32.56,-33.27,-11.69,P-V-,P+V-,P+V-,➡️ 中性,10,5,2,6.9,198.62,364.73,False,False,21.45,5.56,1.006,False,22.84,22.95,-7.91,-0.9,0.16,9.0,9.0,4354144.0,4329944.0,1.0,4253500.0,4479570.0,4325113.0,0.983,82.34,47.69,空頭,頭頭低·底底低,多轉空預警,2,10,11,7.0,3,吃老本,,False
CBRE,Real Estate,CBRE Group,2026-09-03,148.74,0.38,18.02,2.6,5.9,1.0,1412035,1772507,2036602,-19.71,-22.96,17.75,P+V-,P+V-,P+V+,⚠️ 頂部背離,7,2,16,7.3,5.77,42.05,False,True,144.52,8.44,0.949,False,174.27,174.27,-14.65,1.03,0.87,8.0,12.0,1367862.0,1441483.0,0.667,1874200.0,1475780.0,1429953.0,1.311,77.54,52.02,多頭,頭頭高·底底高,,6,15,1,8.6,4,吃老本,,False
AWK,Utilities,American Water Works,2026-09-03,140.89,4.82,14.55,5.46,7.57,1.0,2118220,2285189,2094584,-6.5,20.02,26.31,P+V-,P+V+,P+V+,⚠️ 頂部背離,2,1,3,1.9,3.97,-7.4,False,True,134.33,5.23,1.109,False,142.27,145.64,-0.97,3.07,5.2,10.0,10.0,2227590.0,2008850.0,1.0,1835700.0,2022640.0,2042940.0,0.899,88.75,61.8,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,1,5,16,5.6,3,,,False
ED,Utilities,Consolidated Edison,2026-09-03,108.75,1.54,5.95,-1.34,1.2,0.667,2176075,2272012,2238284,-1.67,3.06,3.09,P+V-,P+V+,P-V+,➡️ 中性,4,3,7,4.3,7.37,-3.83,False,False,109.12,3.06,0.908,False,114.33,116.23,-4.88,1.93,0.64,12.0,8.0,2090891.0,2303850.0,1.5,1766300.0,2049810.0,2150106.0,0.821,89.54,53.87,空頭,頭頭低·底底低,,5,4,19,7.4,6,,,False
CEG,Utilities,Constellation Energy,2026-09-03,285.05,5.78,6.83,-12.48,-3.09,0.667,2436975,3155180,3220886,-14.08,-4.0,7.93,P+V-,P+V-,P-V+,➡️ 中性,1,2,27,6.5,11.73,5.3,False,True,265.52,10.24,0.965,False,410.41,412.7,-30.54,0.93,9.34,12.0,8.0,2402541.0,2488625.0,1.5,3137200.0,2370830.0,2419293.0,1.297,95.37,58.89,多頭,頭頭高·底底高,,12,2,5,6.6,5,剛爆發,,False
